Packet No.,Sending Delay (ms)
677.0,1.08837890625
678.0,1.416015625
679.0,1.8662109375
680.0,0.0
681.0,0.0
682.0,0.0
683.0,0.0
684.0,0.1650390625
685.0,0.4716796875
686.0,0.9140625
687.0,1.21240234375
688.0,1.53466796875
689.0,0.0
690.0,0.0
691.0,0.0
692.0,0.0
693.0,0.4111328125
694.0,0.7578125
695.0,1.07080078125
696.0,1.5205078125
697.0,1.85595703125
698.0,0.0
699.0,0.0
700.0,0.0
701.0,0.0
702.0,0.0
703.0,0.0
704.0,0.091796875
705.0,0.2666015625
706.0,0.45263671875
707.0,0.0
708.0,0.0
709.0,0.0
710.0,0.0
711.0,0.27197265625
712.0,0.62939453125
713.0,1.12890625
714.0,1.4833984375
715.0,1.7958984375
716.0,0.0
717.0,0.0
718.0,0.0
719.0,0.0
720.0,0.0
721.0,0.0
722.0,0.0
723.0,0.0
724.0,0.0
725.0,0.0
726.0,0.0
727.0,0.0
728.0,0.0
729.0,0.146484375
730.0,0.52490234375
731.0,0.912109375
732.0,1.21044921875
733.0,1.68115234375
734.0,1.90771484375
735.0,2.14794921875
736.0,2.5078125
737.0,2.8994140625
738.0,3.15966796875
739.0,3.54443359375
740.0,3.82373046875
741.0,4.07763671875
742.0,4.57470703125
743.0,4.849609375
744.0,5.154296875
745.0,5.53662109375
746.0,5.8251953125
747.0,6.09912109375
748.0,0.0
749.0,0.0
750.0,0.0
751.0,0.21533203125
752.0,0.52490234375
753.0,1.248046875
754.0,1.55224609375
755.0,1.85791015625
756.0,2.302734375
757.0,0.0
758.0,0.0
759.0,0.0
760.0,0.0
761.0,0.439453125
762.0,0.8046875
763.0,1.13671875
764.0,1.53369140625
765.0,1.8427734375
766.0,0.0
767.0,0.0
768.0,0.0
769.0,0.0
770.0,0.3828125
771.0,0.68603515625
772.0,0.9970703125
773.0,1.384765625
774.0,1.73876953125
775.0,0.0
776.0,0.0
777.0,0.0
778.0,0.0
779.0,0.37841796875
780.0,0.69482421875
781.0,0.9970703125
782.0,1.392578125
783.0,1.7080078125
784.0,0.0
785.0,0.0
786.0,0.0
787.0,0.00390625
788.0,0.466796875
789.0,0.81982421875
790.0,1.1298828125
791.0,1.51513671875
792.0,1.81884765625
793.0,0.0
794.0,0.0
795.0,0.0
796.0,0.0
797.0,0.0
798.0,0.0
799.0,0.05322265625
800.0,0.2236328125
801.0,0.38720703125
802.0,0.0
803.0,0.0
804.0,0.0
805.0,0.0
806.0,0.0
807.0,0.0
808.0,0.0
809.0,0.0
810.0,0.0
811.0,0.0
812.0,0.0
813.0,0.0
814.0,0.0
815.0,0.0
816.0,0.0
817.0,0.0810546875
818.0,0.2568359375
819.0,0.4248046875
820.0,0.0
821.0,0.0
822.0,0.0
823.0,0.0
824.0,0.2158203125
825.0,0.51611328125
826.0,0.97216796875
827.0,1.30859375
828.0,1.64599609375
829.0,0.0
830.0,0.0
831.0,0.0
832.0,0.0
833.0,0.423828125
834.0,0.76904296875
835.0,1.08935546875
836.0,1.51171875
837.0,1.87744140625
838.0,0.0
839.0,0.0
840.0,0.0
841.0,0.11328125
842.0,0.47412109375
843.0,0.9990234375
844.0,1.35400390625
845.0,1.685546875
846.0,2.15087890625
847.0,0.0
848.0,0.0
849.0,0.0
850.0,0.0
851.0,0.2724609375
852.0,0.73876953125
853.0,1.11279296875
854.0,1.44384765625
855.0,1.884765625
856.0,0.0
857.0,0.0
858.0,0.0
859.0,0.12255859375
860.0,0.4423828125
861.0,0.91357421875
862.0,1.2392578125
863.0,1.5654296875
864.0,2.021484375
865.0,0.0
866.0,0.0
867.0,0.0
868.0,0.04248046875
869.0,0.52880859375
870.0,0.935546875
871.0,1.41748046875
872.0,1.7802734375
873.0,2.140625
874.0,0.0
875.0,0.0
876.0,0.0
877.0,0.259765625
878.0,0.712890625
879.0,1.06103515625
880.0,1.38232421875
881.0,1.86376953125
882.0,2.12109375
883.0,2.5166015625
884.0,2.95166015625
885.0,3.205078125
886.0,3.4609375
887.0,3.90771484375
888.0,4.32470703125
889.0,4.5849609375
890.0,5.03173828125
891.0,5.28173828125
892.0,5.70703125
893.0,6.14208984375
894.0,6.45556640625
895.0,6.56591796875
896.0,6.9287109375
897.0,7.22607421875
898.0,0.0
899.0,0.0
900.0,0.0
901.0,0.0
902.0,0.58251953125
903.0,0.8330078125
904.0,1.07421875
905.0,1.8330078125
906.0,2.13671875
907.0,0.0
908.0,0.0
909.0,0.0
910.0,0.0
911.0,0.0
912.0,0.0
913.0,0.0
914.0,0.34375
915.0,0.52001953125
916.0,0.0
917.0,0.0
918.0,0.0
919.0,0.0
920.0,0.1884765625
921.0,0.5869140625
922.0,0.8935546875
923.0,1.18603515625
924.0,1.6337890625
925.0,0.0
926.0,0.0
927.0,0.0
928.0,0.0
929.0,0.2646484375
930.0,0.72607421875
931.0,1.02734375
932.0,1.32470703125
933.0,1.76611328125
934.0,0.0
935.0,0.0
936.0,0.0
937.0,0.0
938.0,0.43212890625
939.0,0.7890625
940.0,1.1083984375
941.0,1.568359375
942.0,1.9052734375
943.0,0.0
944.0,0.0
945.0,0.0
946.0,0.01123046875
947.0,0.3974609375
948.0,0.7060546875
949.0,1.00927734375
950.0,1.38671875
951.0,1.68505859375
952.0,0.0
953.0,0.0
954.0,0.0
955.0,0.0
956.0,0.18359375
957.0,0.57568359375
958.0,0.91015625
959.0,1.2197265625
960.0,1.7099609375
961.0,0.0
962.0,0.0
963.0,0.0
964.0,0.0
965.0,0.255859375
966.0,0.66162109375
967.0,0.99267578125
968.0,1.32080078125
969.0,1.7880859375
970.0,0.0
971.0,0.0
972.0,0.0
973.0,0.0
974.0,0.3046875
975.0,0.78515625
976.0,1.1435546875
977.0,1.5087890625
978.0,1.9521484375
979.0,0.0
980.0,0.0
981.0,0.0
982.0,0.03857421875
983.0,0.49755859375
984.0,0.82177734375
985.0,1.14892578125
986.0,1.55322265625
987.0,1.9375
988.0,0.0
989.0,0.0
990.0,0.0
991.0,0.26416015625
992.0,0.59375
993.0,0.9384765625
994.0,1.34326171875
995.0,1.67578125
996.0,1.9951171875
997.0,0.0
998.0,0.0
999.0,0.0
1000.0,0.0
1001.0,0.2783203125
1002.0,0.736328125
1003.0,1.06005859375
1004.0,1.36865234375
1005.0,1.8251953125
1006.0,0.0
1007.0,0.0
1008.0,0.0
1009.0,0.0
1010.0,0.0
1011.0,0.0
1012.0,0.0
1013.0,0.0
1014.0,0.0
1015.0,0.0
1016.0,0.0
1017.0,0.0
1018.0,0.0
1019.0,0.40380859375
1020.0,0.77685546875
1021.0,1.10498046875
1022.0,1.57177734375
1023.0,1.87646484375
1024.0,0.0
1025.0,0.0
1026.0,0.0
1027.0,0.0
1028.0,0.31982421875
1029.0,0.61279296875
1030.0,0.951171875
1031.0,1.38232421875
1032.0,1.75146484375
1033.0,1.98388671875
1034.0,2.43017578125
1035.0,2.6640625
1036.0,3.029296875
1037.0,3.46240234375
1038.0,3.72265625
1039.0,3.9521484375
1040.0,4.359375
1041.0,4.72509765625
1042.0,4.9580078125
1043.0,5.42431640625
1044.0,5.6640625
1045.0,6.1123046875
1046.0,6.60791015625
1047.0,6.9111328125
1048.0,7.21728515625
1049.0,7.76708984375
1050.0,8.09765625
1051.0,8.37353515625
1052.0,0.0
1053.0,0.0
1054.0,0.41259765625
1055.0,1.27587890625
1056.0,1.857421875
1057.0,2.72705078125
1058.0,3.2490234375
1059.0,4.171875
1060.0,4.68310546875
1061.0,0.0
1062.0,0.0
1063.0,0.0
1064.0,0.0
1065.0,0.0
1066.0,0.39794921875
1067.0,0.63330078125
1068.0,0.85595703125
1069.0,1.26220703125
1070.0,0.0
1071.0,0.0
1072.0,0.0
1073.0,0.2041015625
1074.0,0.58251953125
1075.0,0.95703125
1076.0,1.42724609375
1077.0,1.78076171875
1078.0,2.10009765625
1079.0,0.0
1080.0,0.0
1081.0,0.0
1082.0,0.36328125
1083.0,0.72314453125
1084.0,1.06005859375
1085.0,1.52392578125
1086.0,1.876953125
1087.0,2.2119140625
1088.0,0.0
1089.0,0.0
1090.0,0.0
1091.0,0.0
1092.0,0.32666015625
1093.0,0.62939453125
1094.0,0.93017578125
1095.0,1.36376953125
1096.0,1.6630859375
1097.0,0.0
1098.0,0.0
1099.0,0.0
1100.0,0.0
1101.0,0.46435546875
1102.0,0.80859375
1103.0,1.11376953125
1104.0,1.51171875
1105.0,1.8115234375
1106.0,0.0
1107.0,0.0
1108.0,0.0
1109.0,0.0
1110.0,0.24365234375
1111.0,0.72509765625
1112.0,1.041015625
1113.0,1.35009765625
1114.0,1.8271484375
1115.0,0.0
1116.0,0.0
1117.0,0.0
1118.0,0.0
1119.0,0.0
1120.0,0.0
1121.0,0.0
1122.0,0.0
1123.0,0.18994140625
1124.0,0.0
1125.0,0.0
1126.0,0.0
1127.0,0.0
1128.0,0.0
1129.0,0.0
1130.0,0.0
1131.0,0.0
1132.0,0.0
1133.0,0.0
1134.0,0.0
1135.0,0.0
1136.0,0.0
1137.0,0.0
1138.0,0.0
1139.0,0.0
1140.0,0.0
1141.0,0.0
1142.0,0.0
1143.0,0.0
1144.0,0.0
1145.0,0.15087890625
1146.0,0.556640625
1147.0,0.880859375
1148.0,1.27880859375
1149.0,1.62646484375
1150.0,1.95458984375
1151.0,0.0
1152.0,0.0
1153.0,0.0
1154.0,0.3603515625
1155.0,0.70556640625
1156.0,1.03173828125
1157.0,1.48974609375
1158.0,1.83984375
1159.0,2.1669921875
1160.0,0.0
1161.0,0.0
1162.0,0.0
1163.0,0.0
1164.0,0.26025390625
1165.0,0.6943359375
1166.0,1.0361328125
1167.0,1.3603515625
1168.0,1.765625
1169.0,0.0
1170.0,0.0
1171.0,0.0
1172.0,0.30908203125
1173.0,0.64599609375
1174.0,0.9697265625
1175.0,1.49853515625
1176.0,1.92919921875
1177.0,2.47802734375
1178.0,0.0
1179.0,0.0
1180.0,0.0
1181.0,0.0
1182.0,0.33984375
1183.0,0.76171875
1184.0,1.169921875
1185.0,1.44384765625
1186.0,1.86279296875
1187.0,2.16162109375
1188.0,2.58203125
1189.0,2.97216796875
1190.0,3.23193359375
1191.0,3.48193359375
1192.0,4.01220703125
1193.0,4.27783203125
1194.0,4.55615234375
1195.0,4.9443359375
1196.0,5.20166015625
1197.0,5.68603515625
1198.0,6.10986328125
1199.0,6.35400390625
1200.0,6.4765625
1201.0,6.88623046875
1202.0,7.3583984375
1203.0,7.61865234375
1204.0,7.89697265625
1205.0,8.09765625
1206.0,8.416015625
1207.0,8.85009765625
1208.0,8.95458984375
1209.0,0.0
1210.0,0.0
1211.0,0.70361328125
1212.0,1.24609375
1213.0,2.2587890625
1214.0,2.81689453125
1215.0,3.69921875
1216.0,4.29296875
1217.0,5.197265625
1218.0,0.0
1219.0,0.0
1220.0,0.0
1221.0,0.0
1222.0,0.0
1223.0,0.0
1224.0,0.0
1225.0,0.28125
1226.0,0.458984375
1227.0,0.0
1228.0,0.0
1229.0,0.0
1230.0,0.0
1231.0,0.21142578125
1232.0,0.5107421875
1233.0,0.8125
1234.0,1.1923828125
1235.0,1.49560546875
1236.0,0.0
1237.0,0.0
1238.0,0.0
1239.0,0.0
1240.0,0.41015625
1241.0,0.7724609375
1242.0,1.08935546875
1243.0,1.4912109375
1244.0,1.87890625
1245.0,0.0
1246.0,0.0
1247.0,0.0
1248.0,0.0
1249.0,0.28564453125
1250.0,0.7314453125
1251.0,1.060546875
1252.0,1.3759765625
1253.0,1.73828125
1254.0,0.0
1255.0,0.0
1256.0,0.0
1257.0,0.27490234375
1258.0,0.65283203125
1259.0,0.9921875
1260.0,1.43310546875
1261.0,1.759765625
1262.0,2.10302734375
1263.0,0.0
1264.0,0.0
1265.0,0.0
1266.0,0.0
1267.0,0.0
1268.0,0.09716796875
1269.0,0.2822265625
1270.0,0.45263671875
1271.0,0.6162109375
1272.0,0.0
1273.0,0.0
1274.0,0.0
1275.0,0.0
1276.0,0.0
1277.0,0.0
1278.0,0.11376953125
1279.0,0.28662109375
1280.0,0.4677734375
1281.0,0.0
1282.0,0.0
1283.0,0.0
1284.0,0.0
1285.0,0.3173828125
1286.0,0.6435546875
1287.0,0.955078125
1288.0,1.3134765625
1289.0,1.6083984375
1290.0,0.0
1291.0,0.0
1292.0,0.0
1293.0,0.0
1294.0,0.24072265625
1295.0,0.6640625
1296.0,1.0341796875
1297.0,1.37255859375
1298.0,1.7900390625
1299.0,0.0
1300.0,0.0
1301.0,0.0
1302.0,0.0
1303.0,0.0
1304.0,0.0
1305.0,0.0
1306.0,0.0
1307.0,0.0
1308.0,0.0
1309.0,0.0
1310.0,0.0
1311.0,0.0
1312.0,0.0
1313.0,0.0
1314.0,0.0
1315.0,0.05322265625
1316.0,0.17724609375
1317.0,0.0
1318.0,0.0
1319.0,0.0
1320.0,0.0
1321.0,0.0
1322.0,0.0
1323.0,0.0
1324.0,0.30419921875
1325.0,0.4755859375
1326.0,0.0
1327.0,0.0
1328.0,0.0
1329.0,0.0
1330.0,0.0
1331.0,0.0
1332.0,0.23583984375
1333.0,0.42626953125
1334.0,0.60400390625
1335.0,0.0
1336.0,0.0
1337.0,0.0
1338.0,0.0
1339.0,0.0
1340.0,0.0
1341.0,0.0
1342.0,0.0
1343.0,0.0
1344.0,0.0
1345.0,0.0
1346.0,0.02880859375
1347.0,0.1044921875
1348.0,0.2724609375
1349.0,0.6591796875
1350.0,0.75634765625
1351.0,0.84326171875
1352.0,1.009765625
1353.0,1.3984375
1354.0,1.501953125
1355.0,1.59326171875
1356.0,1.68896484375
1357.0,2.11279296875
1358.0,2.21484375
1359.0,2.29833984375
1360.0,2.38671875
1361.0,2.470703125
1362.0,2.82763671875
1363.0,3.03466796875
1364.0,3.16064453125
1365.0,3.26953125
1366.0,3.61474609375
1367.0,3.728515625
1368.0,3.89599609375
1369.0,4.0419921875
1370.0,0.0
1371.0,0.0
1372.0,0.341796875
1373.0,1.19677734375
1374.0,1.8017578125
1375.0,2.57421875
1376.0,3.18896484375
1377.0,3.8857421875
1378.0,4.41162109375
1379.0,0.0
1380.0,0.0
1381.0,0.0
1382.0,0.0
1383.0,0.0
1384.0,0.0
1385.0,0.0
1386.0,0.0
1387.0,0.0
1388.0,0.0
1389.0,0.0
1390.0,0.0
1391.0,0.0
1392.0,0.0
1393.0,0.0
1394.0,0.0
1395.0,0.16064453125
1396.0,0.552734375
1397.0,0.0
1398.0,0.0
1399.0,0.0
1400.0,0.0
1401.0,0.0
1402.0,0.0
1403.0,0.0
1404.0,0.0
1405.0,0.0
1406.0,0.0
1407.0,0.0
1408.0,0.0
1409.0,0.0
1410.0,0.3056640625
1411.0,0.81884765625
1412.0,1.1865234375
1413.0,1.5126953125
1414.0,2.01708984375
1415.0,0.0
1416.0,0.0
1417.0,0.0
1418.0,0.005859375
1419.0,0.361328125
1420.0,0.74609375
1421.0,1.11376953125
1422.0,1.470703125
1423.0,1.9130859375
1424.0,0.0
1425.0,0.0
1426.0,0.0
1427.0,0.17919921875
1428.0,0.50634765625
1429.0,0.8310546875
1430.0,1.23583984375
