Total Frames,Complete Frames,Useful Frames,Total I-Frames,Complete I-Frames,Useful I-Frames,Total P-Frames,Complete P-Frames,Useful P-Frames,\% Complete Frames,\% Useful Frames
1439,1437,1437,96,96,96,1343,1341,1341,99.86101459346769,99.86101459346769
