Frame Num.,KeyFrame?,App latency
0.0,1.0,81.7099609375
1.0,0.0,49.46728515625
2.0,0.0,23.00830078125
3.0,0.0,16.24951171875
4.0,0.0,16.68896484375
5.0,0.0,16.576171875
6.0,0.0,17.025390625
7.0,0.0,17.12255859375
8.0,0.0,16.59326171875
9.0,0.0,16.98681640625
10.0,0.0,16.9150390625
11.0,0.0,17.12890625
12.0,0.0,16.5029296875
13.0,0.0,17.693359375
14.0,0.0,16.8818359375
15.0,1.0,18.2109375
16.0,0.0,16.294921875
17.0,0.0,16.6826171875
18.0,0.0,16.94287109375
19.0,0.0,16.73681640625
20.0,0.0,15.244140625
21.0,0.0,15.25830078125
22.0,0.0,15.5830078125
23.0,0.0,16.56201171875
24.0,0.0,16.505859375
25.0,0.0,16.341796875
26.0,0.0,16.34423828125
27.0,0.0,16.10888671875
28.0,0.0,16.126953125
29.0,0.0,16.7568359375
30.0,1.0,18.9189453125
31.0,0.0,15.9404296875
32.0,0.0,15.27880859375
33.0,0.0,15.4384765625
34.0,0.0,15.73486328125
35.0,0.0,57.3671875
36.0,0.0,17.22021484375
37.0,0.0,16.552734375
38.0,0.0,16.1767578125
39.0,0.0,16.57275390625
40.0,0.0,16.82421875
41.0,0.0,17.07763671875
42.0,0.0,17.55126953125
43.0,0.0,16.90478515625
44.0,0.0,17.6884765625
45.0,1.0,21.67041015625
46.0,0.0,16.92431640625
47.0,0.0,17.74609375
48.0,0.0,17.61083984375
49.0,0.0,17.4189453125
50.0,0.0,16.24951171875
51.0,0.0,16.583984375
52.0,0.0,16.669921875
53.0,0.0,16.609375
54.0,0.0,16.6640625
55.0,0.0,16.01123046875
56.0,0.0,16.44677734375
57.0,0.0,15.693359375
58.0,0.0,15.07373046875
59.0,0.0,15.5732421875
60.0,1.0,20.62890625
61.0,0.0,17.20068359375
62.0,0.0,15.47265625
63.0,0.0,15.955078125
64.0,0.0,16.193359375
65.0,0.0,16.72119140625
66.0,0.0,17.03466796875
67.0,0.0,16.69287109375
68.0,0.0,17.013671875
69.0,0.0,16.64306640625
70.0,0.0,16.328125
71.0,0.0,56.65771484375
72.0,0.0,15.84765625
73.0,0.0,16.40283203125
74.0,0.0,15.53662109375
75.0,1.0,23.80224609375
76.0,0.0,16.9873046875
77.0,0.0,16.662109375
78.0,0.0,16.6044921875
79.0,0.0,16.47265625
80.0,0.0,16.4833984375
81.0,0.0,15.8837890625
82.0,0.0,15.30859375
83.0,0.0,15.42822265625
84.0,0.0,16.5439453125
85.0,0.0,16.72314453125
86.0,0.0,16.9091796875
87.0,0.0,16.4609375
88.0,0.0,16.60107421875
89.0,0.0,16.720703125
90.0,1.0,24.7666015625
91.0,0.0,17.6708984375
92.0,0.0,15.6630859375
93.0,0.0,16.390625
94.0,0.0,16.37255859375
95.0,0.0,16.80078125
96.0,0.0,16.51708984375
97.0,0.0,16.47900390625
98.0,0.0,16.4990234375
99.0,0.0,16.6748046875
100.0,0.0,17.5458984375
101.0,0.0,16.7607421875
102.0,0.0,16.40673828125
103.0,0.0,15.31201171875
104.0,0.0,16.833984375
105.0,1.0,27.14306640625
106.0,0.0,19.55078125
107.0,0.0,51.04736328125
108.0,0.0,16.8564453125
109.0,0.0,17.00830078125
110.0,0.0,16.53125
111.0,0.0,16.625
112.0,0.0,16.67578125
113.0,0.0,15.298828125
114.0,0.0,15.265625
115.0,0.0,15.759765625
116.0,0.0,16.9501953125
117.0,0.0,16.94970703125
118.0,0.0,16.53076171875
119.0,0.0,17.41943359375
120.0,1.0,28.75341796875
121.0,0.0,19.91796875
122.0,0.0,15.31591796875
123.0,0.0,16.18701171875
124.0,0.0,16.60107421875
125.0,0.0,16.61572265625
126.0,0.0,16.8837890625
127.0,0.0,15.64599609375
128.0,0.0,15.72021484375
129.0,0.0,16.43701171875
130.0,0.0,16.51171875
131.0,0.0,15.93408203125
132.0,0.0,16.31005859375
133.0,0.0,15.8984375
134.0,0.0,16.14111328125
135.0,1.0,28.8388671875
136.0,0.0,19.2158203125
137.0,0.0,15.60009765625
138.0,0.0,15.35791015625
139.0,0.0,15.2099609375
140.0,0.0,16.759765625
141.0,0.0,16.7041015625
142.0,0.0,16.67919921875
143.0,0.0,57.693359375
144.0,0.0,16.66796875
145.0,0.0,16.75439453125
146.0,0.0,16.158203125
147.0,0.0,16.54931640625
148.0,0.0,16.5380859375
149.0,0.0,16.5
150.0,1.0,29.619140625
151.0,0.0,17.52734375
152.0,0.0,16.75048828125
153.0,0.0,16.455078125
154.0,0.0,16.2734375
155.0,0.0,16.39501953125
156.0,0.0,16.3251953125
157.0,0.0,16.4951171875
158.0,0.0,16.78759765625
159.0,0.0,17.26025390625
160.0,0.0,17.0087890625
161.0,0.0,16.5810546875
162.0,0.0,16.404296875
163.0,0.0,16.7509765625
164.0,0.0,16.48486328125
165.0,1.0,38.11865234375
166.0,0.0,20.4921875
167.0,0.0,17.45458984375
168.0,0.0,15.42626953125
169.0,0.0,16.89599609375
170.0,0.0,15.41455078125
171.0,0.0,17.05224609375
172.0,0.0,16.83837890625
173.0,0.0,15.4013671875
174.0,0.0,16.94140625
175.0,0.0,16.09765625
176.0,0.0,15.3388671875
177.0,0.0,16.7236328125
178.0,0.0,16.53662109375
